ID,TARGET
1115,-0.026570177144804696
1202,0.07736945329250675
1194,-0.23841443346368463
1084,-0.023329831919674762
1135,-0.007218021825674367
960,0.225970008112456
1131,0.020261741618459644
996,0.007138491377438161
1085,0.05272495239014435
1063,-0.10521697836498962
1035,-0.15692552716706004
997,0.10307177477061162
1042,0.0851729046068887
954,0.3170115563183698
1126,0.17241188145344266
1122,0.011251473042604224
1167,-0.07956344709516587
1125,-0.03982063064405632
1019,0.04972942439639486
982,0.08352406729333904
1175,-0.005898852760697626
1083,0.2269611578818606
1161,0.07820995712967806
1061,-0.04638343380967026
1044,-0.10567116378775264
948,0.3816579162236411
949,0.14244411587786043
941,0.27620497312184034
1001,-0.011457721842040344
1190,-0.4046015084160857
943,0.49603989792516534
1011,0.09999603280580699
975,0.25722660645785156
1213,0.24125788422740768
1127,0.24905613403530646
1039,-0.022811127625091993
1196,-0.24739435162082357
1171,0.05758459258054083
2028,0.1980121902973876
1746,0.5521896150698311
1608,0.006676763204206668
1356,-0.14781633843768827
2008,0.02765173624220405
1390,-0.10647899933850545
1337,-0.22381397174723788
1830,0.10319328289806784
1217,-0.2585794698516468
2037,0.08913704945038818
1989,0.05109658700258008
1984,-0.30980480467847576
2147,0.9845012516409797
1496,0.418749079574197
1521,-0.132784541492795
1935,-0.1297853394767296
1994,-0.0766553532884071
1389,0.11261592736924449
1433,-0.1708656953556491
1371,-0.00141186725705858
1469,0.1413775989083513
1956,0.09726680469085233
1889,0.0901619276509189
1708,-0.007608763485760908
2071,-0.020892961702600063
1407,0.27205827296409946
1339,-0.002192106328158916
1582,-0.1352969931210119
1805,0.438311963238571
1627,-0.1763096012809835
1570,0.21147737331148728
1232,0.1502569037918073
2109,-0.14346891903376774
1663,-0.0627619206905662
1664,-0.21494337636102018
1590,0.41096126713985914
1465,0.13421589076314985
1466,0.20553395452747608
1458,0.027450262288209022
1741,-0.6833493412696492
1245,0.2232364837653572
1444,0.1279958903212577
1920,0.4438919589379361
1632,-0.05016022896946114
1439,-0.04350569556541038
1358,-0.10627973392346553
1238,-0.2345023459369911
1551,0.048962455144121175
1404,0.1119815901332038
1789,0.36129229131672064
1393,-0.3266378668120997
1668,-0.44369611040859214
1264,0.04242138022430116
2106,-0.0989130313616816
1494,-0.017987913351324394
2088,-0.065522025128279
2030,0.1788197422941653
1642,0.44212035967945285
2095,-0.48036998496738836
1771,0.14560963743425276
1589,0.38188255789863285
1959,0.08576182035253646
1961,-0.24374494421391374
1760,0.20126978526348188
2116,-0.18292516995372732
1336,-0.19087925636032393
1824,0.17530812260639772
1574,0.19032546054076088
1223,-0.5208498874239056
1717,0.0472181882327967
1555,-0.23500698525527508
1998,0.11452486308065696
1691,-0.2299290793367344
1600,0.24293494284176692
1992,0.07898921592370647
1958,0.3374875545923829
1487,0.13949598674891114
2092,0.12854457484792722
1647,-0.0399798052845113
1807,0.5669431999631912
1650,-0.09769812615355543
1613,-0.1512997839405612
1778,0.39673501722718724
1914,0.10276659994055062
1550,0.2057413173536048
1923,-0.017982570741300857
1347,-0.32582542995794345
1974,0.2553489231610507
1885,0.3495395169042362
1845,0.012798178458038961
2033,0.4344904611229911
1657,0.46675183414519533
1884,0.05253989576038579
2136,0.023128438657243552
1227,0.528504379318885
1325,0.14075302189729805
2098,0.14571397647303905
1783,0.11465561998941863
1774,-0.06785096182481563
1290,-0.18186317702655108
1904,0.426578115183817
1679,-0.5602289961749249
1285,0.1070118996946299
1643,-0.15822994890029912
1740,0.11444719711495359
1954,0.31471505466836036
2120,-0.03414775693153489
1785,0.276332694469598
1633,0.1374659860239289
1427,-0.47366767024850553
1985,0.2918540993103132
1630,0.19836679748320513
1298,0.1262640657007933
1441,0.04179584405455769
1918,0.8027595688796437
1240,-0.08179528967744824
1903,0.5289179675022815
1838,-0.206593968840528
2009,0.03248411265982461
1523,0.05021539027603223
1259,0.17593873101330693
1666,0.11743285006150553
1373,0.1373940867147148
1251,0.22165597828915018
1480,0.3895547135869562
1599,0.2210801583292043
1702,0.14811613508434157
1928,0.6232621014286422
1396,-0.3797023042715296
1656,0.4580200059886958
1711,-0.009993823448736824
1644,-0.03672565241717733
2006,-0.07150429359191939
1406,0.12183470664822377
1730,-0.036670936746805424
1296,0.025657179485134463
2099,0.07717194383270948
1888,0.4606781291344852
1557,0.0862724237237405
1542,0.18513935540397208
1368,-0.0949183199369913
1446,-0.03946480151491365
1865,0.36071880861051897
1775,-0.07729543139675361
730,-0.5857201831692166
273,-0.12626625925899537
911,-0.2844739401904602
274,0.3279524224457914
